text,rating,sentiment,text_clean,sentiment_encoded
Baguuuuus bgt oke daaaaaaah,5,Positif,baguuuuus bgt oke daaaaaaah,2
Good job.  Recommended seller.  Thx,5,Positif,good job recommended seller thx,2
Barang sudah sampai. Kualitas dan warna oke sesuai dekripsi. Thanks seller.,5,Positif,barang kualitas warna oke sesuai dekripsi thanks seller,2
Bagus.. Anak saya suka.. Semoga awet,5,Positif,bagus anak suka semoga awet,2
"Barang OK banget,,, saya suka",5,Positif,barang ok banget suka,2
"Produk yg diterima mantap, kualitas import. Perfecto. Recommended banget.",5,Positif,produk yg diterima mantap kualitas import perfecto recommended banget,2
"Sesuai harapan, semoga awet. Terima kasih",5,Positif,sesuai harapan semoga awet terima kasih,2
"Keren kokoh
Terimakasih",5,Positif,keren kokoh terimakasih,2
Produk bagus nyaman di pakai.a..,5,Positif,produk bagus nyaman pakaia,2
"Terima kasih, produk cakep, pengiriman cepat 👍",5,Positif,terima kasih produk cakep pengiriman cepat 👍,2
Untung 44 size nya jadi pas banget top sangaaaat,5,Positif,untung size nya pas banget top sangaaaat,2
Tttttoooooppppp bbbbbgggggttttt,4,Positif,tttttoooooppppp bbbbbgggggttttt,2
Kereenn...dpet flashsale lagi 👍,5,Positif,kereenndpet flashsale 👍,2
SANGAT PUAS...!!! APALAGI BELI NYA PAS FLASH DEAL...,5,Positif,puas beli nya pas flash deal,2
Barangnya bagus....enak dipakai ...sesuai deskripsi...trims,5,Positif,barangnya bagusenak dipakai sesuai deskripsitrims,2
"Design dan warna nya bagus... 
Enak d pakai...  Dan semoga awet sandal nya... 
Sukses buat lapaknya...",5,Positif,design warna nya bagus enak d pakai semoga awet sandal nya sukses lapaknya,2
ok banget lah... pembelian kedua,5,Positif,ok banget pembelian,2
barang sesuai pesanannnnnn,5,Positif,barang sesuai pesanannnnnn,2
Barangnya bagus....top deh.....,5,Positif,barangnya bagustop deh,2
Keren sesuai pokonya mantep mantul hihihi,5,Positif,keren sesuai pokonya mantep mantul hihihi,2
Original produk..........top bgt,5,Positif,original produktop bgt,2
"Ukuran dan model sesuai deskripsi,
Susah nyari nomer 45, rata2 ngasi caption size 45, tp diliat di deskripsinya ngga ada,,
Produknya bagus, packingnya juga mantap, keliatan keseriusan usahanya buat dagang dr packingan 😊",5,Positif,ukuran model sesuai deskripsi susah nyari nomer ngasi caption size tp diliat deskripsinya ngga produknya bagus packingnya mantap keliatan keseriusan usahanya dagang dr packingan 😊,2
"Pembelian kedua (pertama beli 1tahun lalu) produk saya buktikan kuat dan awet, tahan diajak basah basahan, tidak licin dipakai di segala Medan jalan. Harga murah menurut saya dengan kualitas yg di dapat (soalnya dapat diskon, tahun lalu saya beli belum ada diskon), value for money banget gaes..",5,Positif,pembelian beli produk buktikan kuat awet tahan diajak basah basahan licin dipakai medan jalan harga murah kualitas yg diskon beli diskon value for money banget gaes,2
Brg uda diterima dan sesuai pesanan,4,Positif,brg uda diterima sesuai pesanan,2
mantap.................,5,Positif,mantap,2
"Ini mantul barang nya sudah di tukar pas dengan selera,, sukses dan selalu banyak yg beli ya gan...sabertooth mantul",5,Positif,mantul barang nya tukar pas selera sukses yg beli ya gansabertooth mantul,2
"Kualitas, design, dan warna keren. Body nyaman dan ngikutin kaki. Ga kecewa semoga awet. Tingkatkan terus ya sukses",5,Positif,kualitas design warna keren body nyaman ngikutin kaki ga kecewa semoga awet tingkatkan ya sukses,2
Di pake ccok banget di kaki .terima kasiih.,5,Positif,pake ccok banget kaki terima kasiih,2
"Sesuai,kwalitasnya bagus n anak sy pun suka banget sm sendal gunungnya n pas banget ada warna ungu talinya jrg ada jg nih...tq",5,Positif,sesuaikwalitasnya bagus n anak sy suka banget sm sendal gunungnya n pas banget warna ungu talinya jrg jg nihtq,2
Bagus sandal nyh trmksh bos,4,Positif,bagus sandal nyh trmksh bos,2
Makasih banyakkk barang sudah sampaii,5,Positif,makasih banyakkk barang sampaii,2
"Brgnya OK, nyaman dipakai.. Trims Sabertooth. Semoga brgnya awet yah..",5,Positif,brgnya ok nyaman dipakai trims sabertooth semoga brgnya awet yah,2
"mantap sendal nya,.. tapi,..  warna list ungu nya kurang tebel bgt,..  ini warna nya ngejreng alias terang,.. 
tapi pas bnr warna n ukuran nya,.. 
thanks sabertooth,..",5,Positif,mantap sendal nya warna list ungu nya tebel bgt warna nya ngejreng alias terang pas bnr warna n ukuran nya thanks sabertooth,2
reapon cepat kualitas sendal bagus nyaman di kaki,5,Positif,reapon cepat kualitas sendal bagus nyaman kaki,2
"barang sesuai dengan pesenan,",4,Positif,barang sesuai pesenan,2
"bagus sendal nya. suami saya suka, warna nya ngejreng. hihihi",5,Positif,bagus sendal nya suami suka warna nya ngejreng hihihi,2
"nyaman dipakai,..terimankasih sdh smp sesuai pesanan",5,Positif,nyaman dipakaiterimankasih sdh smp sesuai pesanan,2
"Sol sandalnya sangat tebal dan kokoh, hanya agak berat dikaki dan talinya pun agak tipis. Jadi saat kaki diangkat utk berjalan, serasa menarik barang berat dengan tali yang kecil. Mungkin talinya bisa dibuat lbh tebal spy pas dgn sol tebalnya. Thx.",4,Positif,sol sandalnya tebal kokoh berat dikaki talinya tipis kaki diangkat utk berjalan serasa menarik barang berat tali talinya lbh tebal spy pas dgn sol tebalnya thx,2
Produk original buat An Indonesia cintai lah produksi Indonesia... Produk original 100%,5,Positif,produk original an indonesia cintai produksi indonesia produk original,2
Asshhiiapp mantapp bosskyuuu,5,Positif,asshhiiapp mantapp bosskyuuu,2
Sangat baik. Recommended seller 👍🏽,5,Positif,recommended seller 👍🏽,2
manteb recomended seller. akhirnya menemukan ukuran sandal yang ukurannya gede 47. kalau bisa buat sampai ukuran 50 gan. karena banyak di luar sana yg kakinya gede kesulitan cari alas kaki 😂😂,5,Positif,manteb recomended seller menemukan ukuran sandal ukurannya gede ukuran gan yg kakinya gede kesulitan cari alas kaki 😂😂,2
"Pokok na mah Sabertooth mantap fast respon dan recomended seller, barang jga mantaf",5,Positif,pokok na mah sabertooth mantap fast respon recomended seller barang jga mantaf,2
"Fast respon, pengiriman cepat, produk &amp; kualitas bagus. Trims",5,Positif,fast respon pengiriman cepat produk amp kualitas bagus trims,2
"Untuk kualitasnya Ok, terima kasih",5,Positif,kualitasnya ok terima kasih,2
Barang Sudah Sampai Sesuai Gambar Terima Kasih ....Sandalnya Jga Ringan Bngt Nya....!!!!!,4,Positif,barang sesuai gambar terima kasih sandalnya jga ringan bngt nya,2
Motifnya tidak seperti yang ada d gambar.. kecewa,2,Negatif,motifnya d gambar kecewa,0
"terima kasih, barang sudah sampai",5,Positif,terima kasih barang,2
"Barang sesuai, kualitas Bagus, fast resp, recommended",5,Positif,barang sesuai kualitas bagus fast resp recommended,2
Thanks gan barang ud sampe,5,Positif,thanks gan barang ud sampe,2
Paket sudah diterima dan sandal sudah dipake.. sesuai deskripsi.. terimakasih,5,Positif,paket diterima sandal dipake sesuai deskripsi terimakasih,2
Fast respon and sangat memuaskan,5,Positif,fast respon and memuaskan,2
"Sesuai pesanan, pengiriman cepat sesuau jadwal. Top Markotop",5,Positif,sesuai pesanan pengiriman cepat sesuau jadwal top markotop,2
mantap lah terbaik..............,5,Positif,mantap terbaik,2
kwalitas okk top banget,5,Positif,kwalitas okk top banget,2
Biar bintang Yang berbicara......,5,Positif,biar bintang berbicara,2
"Mantabs, sandal sesuai ukuran, warna dan kualitas. Well done",5,Positif,mantabs sandal sesuai ukuran warna kualitas well done,2
pas mantappppp ukuran dan kualitas nya sesuai dengan keinginan,5,Positif,pas mantappppp ukuran kualitas nya sesuai,2
"Puas, gan... cuma sayangnya agak kekecilan, padahal ukuran itu yang biasa saya pake.",4,Positif,puas gan sayangnya kekecilan ukuran pake,2
Pembelian kedua...Good sesuai iklan...sandal empuk dan nyaman..😁,5,Positif,pembelian keduagood sesuai iklansandal empuk nyaman😁,2
"Produk dah keterima. Mantappp pokok na mah...... Bakal beli lg next time 😋 
* berbicara 👍",5,Positif,produk dah keterima mantappp pokok na mah beli lg next time 😋 berbicara 👍,2
Terbaik lah udah yang ke 2x belanja dan selalu puas,5,Positif,terbaik udah x belanja puas,2
"Lumayan bagus, mudah2an awet",4,Positif,lumayan bagus mudahan awet,2
barang bagus sesuai diskripsi meskipun ada kendala sedikit tp dpt terselesaikan dgn cepat dan recommed seller,5,Positif,barang bagus sesuai diskripsi kendala tp dpt terselesaikan dgn cepat recommed seller,2
Fast respon. Packing rapih. Trima kasih,5,Positif,fast respon packing rapih trima kasih,2
Barangnya masyaallah... Bagus bener,5,Positif,barangnya masyaallah bagus bener,2
"Siip barang baru sampe dg selamat! Produk sesuai dgn iklan,smg awet dan ga slip sewaktu dipake dijalan yg licin! Mksh seller n Toped  😊",4,Positif,siip barang sampe dg selamat produk sesuai dgn iklansmg awet ga slip dipake dijalan yg licin mksh seller n toped 😊,2
Barang sdh sampai sesuai dengan oesanan. terima kasih.,5,Positif,barang sdh sesuai oesanan terima kasih,2
Beli kemarin (20-3) saat flash sale dan tiba hari ini (21-3): dari Bdg ke Jkt padahal pakai JNE Reg. Nomor dan warna sesuai pesananku. Tks.,5,Positif,beli kemarin flash sale bdg jkt pakai jne reg nomor warna sesuai pesananku tks,2
Warna yang di kirim tidak sesuai dengan yang dipesan / di gambar.,3,Netral,warna kirim sesuai dipesan gambar,1
Puas dengan barangnya tinggal kita liat kekuatan talinya saja..,5,Positif,puas barangnya tinggal liat kekuatan talinya,2
Kualitas bagus dan pengiriman cepat sangat rekomendasi,4,Positif,kualitas bagus pengiriman cepat rekomendasi,2
Mantap lahhhhhhhhhhhhhhhhhhhhhh,5,Positif,mantap lahhhhhhhhhhhhhhhhhhhhhh,2
"Pelayanan toko disini Mantap, Ramah dan disiplin, produknya kelas Wahid..",5,Positif,pelayanan toko mantap ramah disiplin produknya kelas wahid,2
"Paket tiba dengan Slamet H+1, produk sesuai gambar, langsung di test drive :) Fast respon banget, bener2 recommended seller nih. Terima kasih banyak yak, good job..",5,Positif,paket slamet h produk sesuai gambar langsung test drive fast respon banget bener recommended seller nih terima kasih yak good job,2
Mantapppppp..............,5,Positif,mantapppppp,2
"Barang y sesuai,Bagus dan pengiriman y cepat banget.Thanks",5,Positif,barang y sesuaibagus pengiriman y cepat bangetthanks,2
bagussssssssssssssss,5,Positif,bagussssssssssssssss,2
Mantab bagus sekali sandalnya,5,Positif,mantab bagus sandalnya,2
"Responnya cepat, pengirimannya cepat, produk sesuai pesanan, anak sy suka. Moga awet. Trmksh.",5,Positif,responnya cepat pengirimannya cepat produk sesuai pesanan anak sy suka moga awet trmksh,2
Mantap..sesuai reques dan diskripsi,5,Positif,mantapsesuai reques diskripsi,2
"pengiriman cepat, barang sesuai dengan deskripsi",5,Positif,pengiriman cepat barang sesuai deskripsi,2
Mantaapppppppppppppppppppppppppp,5,Positif,mantaapppppppppppppppppppppppppp,2
Pengiriman cepat kualitas bagus,5,Positif,pengiriman cepat kualitas bagus,2
Respon cepat pengiriman cepat barang sesuai thanks gan,5,Positif,respon cepat pengiriman cepat barang sesuai thanks gan,2
terimakasih paket sudah sampai,5,Positif,terimakasih paket,2
Terimakasih barang diterima dengan baik,4,Positif,terimakasih barang diterima,2
"Alhamdulillah...barang dah nyampe, packing rapi, pengiriman sangat cepat",5,Positif,alhamdulillahbarang dah nyampe packing rapi pengiriman cepat,2
"Barang sesuai pesanan, respon cepat, mantap bos.",5,Positif,barang sesuai pesanan respon cepat mantap bos,2
barang sudah sampai..sesuai dengan di foto,4,Positif,barang sampaisesuai foto,2
Produk bagus dan mudah diatur sesuai kebutuhan. Rekomended buat orang yg suka model sendal customable,5,Positif,produk bagus mudah diatur sesuai kebutuhan rekomended orang yg suka model sendal customable,2
"Respon penjual sangat baik, produk sesuai pesanan",5,Positif,respon penjual produk sesuai pesanan,2
"Very recommended seller, harga terjangkau, kualitas bagus, seller ramah, parah bagus dah pokoknya",5,Positif,very recommended seller harga terjangkau kualitas bagus seller ramah parah bagus dah pokoknya,2
Bagus sesuai dengan pesanan,4,Positif,bagus sesuai pesanan,2
"Barang sudah diterima, sudah sesuai pesanan. Seller quick response. Rekomended..",5,Positif,barang diterima sesuai pesanan seller quick response rekomended,2
"Barang sesuai perkiraan, puas bgt belanja d sini,
Terima Kasih",5,Positif,barang sesuai perkiraan puas bgt belanja d terima kasih,2
"Respon cepat, packing rapi. Ketersedian size besar diatas 43 ada. Terima kasih.",5,Positif,respon cepat packing rapi ketersedian size diatas terima kasih,2
Barangnya sesuai deskripsi dan kualitasnya sangat baik. Empuk dan nyaman dipakai.,5,Positif,barangnya sesuai deskripsi kualitasnya empuk nyaman dipakai,2
"barang bagus, ringan di pakai..",5,Positif,barang bagus ringan pakai,2
"Sdh bbrp kali beli disini, produk oke apalagi utk ukuran kaki besar tersedia. Dpt hrg flash sale pula cuma 99rb, pengiriman cpt &amp; respond penjual baik. Pertahankan &amp; tingkatkan kwalitas, utk saran tali yg menempel di sandal sebaiknya dijahit biar lbh kuat lg 👍",5,Positif,sdh bbrp kali beli produk oke utk ukuran kaki tersedia dpt hrg flash sale rb pengiriman cpt amp respond penjual pertahankan amp tingkatkan kwalitas utk saran tali yg menempel sandal dijahit biar lbh kuat lg 👍,2
"Barang sesuai ekspektasi, kondisi bagus, sukses selalu",5,Positif,barang sesuai ekspektasi kondisi bagus sukses,2
Produknya bagus 😀 sesuai deskripsi yg ditawarkan,5,Positif,produknya bagus 😀 sesuai deskripsi yg ditawarkan,2
Barang di packing dg baik. Kualitas juga bagus.,5,Positif,barang packing dg kualitas bagus,2
"Terimakasih, recommended seller, fast response, sandalnya bagus....",5,Positif,terimakasih recommended seller fast response sandalnya bagus,2
"Barang bagus, sesuai deskripsi, bahan tali halus enak di kaki",4,Positif,barang bagus sesuai deskripsi bahan tali halus enak kaki,2
"Produk bagus, hanya diprosesnya mohon dipercepat biar tambah jos pengirimannya.apalagi bisa pakai gosend",5,Positif,produk bagus diprosesnya mohon dipercepat biar jos pengirimannyaapalagi pakai gosend,2
Sudah sampai sesuai pesanan,5,Positif,sesuai pesanan,2
Ok pass banget. Maju terus,5,Positif,ok pass banget maju,2
"Kualitas produk sangat baik, respon penjual sangat cepat",5,Positif,kualitas produk respon penjual cepat,2
Barangnya sudah sampai dan pas di kaki....trimakasih,5,Positif,barangnya pas kakitrimakasih,2
Pokoknya bintang 5 terus,5,Positif,pokoknya bintang,2
Trimakasih tuk seller Tokopedia produk sesuai photo,5,Positif,trimakasih tuk seller tokopedia produk sesuai photo,2
Mantull bener bosskuuu,5,Positif,mantull bener bosskuuu,2
"Kwalitas produk bagus! Packing rapih! Betul2 tidak licin, cukup empuk. 👍🏻👍🏻👍🏻",5,Positif,kwalitas produk bagus packing rapih licin empuk 👍🏻👍🏻👍🏻,2
Barang sesuai dengan gambar. Recommended seller,5,Positif,barang sesuai gambar recommended seller,2
Never go wrong pakai Sabertooth ukuran kaki raksasa pun ready braaayyy,5,Positif,never go wrong pakai sabertooth ukuran kaki raksasa ready braaayyy,2
"terima kasih banyak, barang sudah sampai tujuan...!",4,Positif,terima kasih barang tujuan,2
Bahan bagus sesuai dengan yang di harapkan.recomendet banget buat kamu yang suka jalan2,4,Positif,bahan bagus sesuai harapkanrecomendet banget suka jalan,2
"Barang sesuai gambar dan pesanan, kualitas oke, mantab gan",5,Positif,barang sesuai gambar pesanan kualitas oke mantab gan,2
Kualitas barang mantabbb,5,Positif,kualitas barang mantabbb,2
Barang Sesuai deskripsi,5,Positif,barang sesuai deskripsi,2
Barang bagus cuma lama pengiriman nya!heheheh,5,Positif,barang bagus pengiriman nyaheheheh,2
PAS Mantaaaaaaaappppp... TOP BGT.. Barang Berkualitas... Intinya Puaaaaaaassss... Thanks Kerjasamanya gan 😉,4,Positif,pas mantaaaaaaaappppp top bgt barang berkualitas intinya puaaaaaaassss thanks kerjasamanya gan 😉,2
"Barang sesuai pesanan, siplah",5,Positif,barang sesuai pesanan siplah,2
Barang bagus terimakasih gan semoga awet,5,Positif,barang bagus terimakasih gan semoga awet,2
Barang sampe dengan selamat dan sesuai pesanan yang dipesan.,5,Positif,barang sampe selamat sesuai pesanan dipesan,2
Produk bagus terimakasih,5,Positif,produk bagus terimakasih,2
Makasih banyak barang dah sampaiii,5,Positif,makasih barang dah sampaiii,2
"Paket sdh diterima dg baik, sangat cepat. Tksh seller dan toped",4,Positif,paket sdh diterima dg cepat tksh seller toped,2
Brg Uda diterima dan Uda digunakan,4,Positif,brg uda diterima uda,2
terimakasih sdh saya terima dengan baik,5,Positif,terimakasih sdh terima,2
Terimakasih sdh saya terima dengan baik,5,Positif,terimakasih sdh terima,2
Nyaman dan pas di kaki. Tq,5,Positif,nyaman pas kaki tq,2
Keerrreennn paarraaahhhh,5,Positif,keerrreennn paarraaahhhh,2
"Mantap seller satu ini.
Recommended banget dah.",5,Positif,mantap seller recommended banget dah,2
saya senang produknya dipaketkan dengan rapi,4,Positif,senang produknya dipaketkan rapi,2
Ok... Sesuai deskripsi n pengiriman juga cepat.,5,Positif,ok sesuai deskripsi n pengiriman cepat,2
Barang ny dah nyampe d rumah mudah2 awet barang ny... Respon cepat.. Sukses selalu gan. Namun sayang jne ny yg suka molor .,5,Positif,barang ny dah nyampe d rumah mudah awet barang ny respon cepat sukses gan sayang jne ny yg suka molor,2
Produk bagus..........,5,Positif,produk bagus,2
Barang pesanan sudah sampai...sesuai pesanan...good 4 recommend...trmksh,5,Positif,barang pesanan sampaisesuai pesanangood recommendtrmksh,2
"bagus sendalnya nyaman dipake,keren² 👍👍👍",5,Positif,bagus sendalnya nyaman dipakekeren² 👍👍👍,2
